"obs","id","time","strawberry","blueberry","pina.colada","plain","mixed.berry","price"
683,"2114314",10254,1,1,0,0,0,68.96
684,"2114314",10267,2,0,0,0,0,68.96
686,"2114348",9748,1,0,0,0,0,58.96
687,"2114348",9776,1,0,0,0,0,65.04
689,"2114348",9805,0,0,0,0,1,39.04
690,"2114348",9910,1,0,0,0,0,55.04
691,"2114348",9913,0,0,0,0,1,33.04
692,"2114348",9931,1,0,0,0,0,65.04
694,"2114348",9973,3,0,0,0,0,65.04
695,"2114348",9975,1,0,0,0,1,65.04
697,"2114348",10057,1,0,0,0,0,65.04
699,"2114348",10159,1,0,0,0,0,68.96
700,"2114348",10176,1,0,0,0,0,39.04
702,"2114348",10206,1,0,0,0,0,68.96
703,"2114348",10208,1,0,0,0,0,65.04
704,"2114348",10213,1,0,0,0,0,68.96
706,"2114348",10238,1,0,0,0,0,68.96
708,"2114348",10373,1,0,0,0,0,68.96
710,"2114371",9671,0,0,0,0,1,62
711,"2114371",9745,0,0,0,0,1,39.04
714,"2114819",9775,1,1,1,0,0,39.04
715,"2114819",9894,0,0,0,0,1,65.04
716,"2114819",9901,0,0,0,0,1,65.04
717,"2114819",10111,2,2,1,0,0,33.04
718,"2114892",9979,0,1,0,0,1,65.04
720,"2114892",10300,2,0,0,0,0,39.04
721,"2114942",9710,0,0,0,0,1,58.96
722,"2114942",9754,0,0,1,0,2,48.96
723,"2114942",9971,0,1,0,0,0,65.04
724,"2114942",9992,0,0,1,0,0,48.96
725,"2114942",10204,0,0,0,0,1,68.96
726,"2114942",10439,0,0,0,0,1,24.96
727,"2115006",9807,0,0,0,1,0,39.04
728,"2115006",10298,0,0,0,1,0,39.04
730,"2115220",10066,1,0,0,0,0,65.04
731,"2115220",10276,0,0,3,0,0,39.04
732,"2115220",10338,0,1,1,0,0,50
733,"2115220",10450,0,2,0,0,1,50
734,"2115527",9663,0,0,0,1,0,62
735,"2115527",9676,0,0,0,1,0,58.96
736,"2115527",9726,0,0,0,2,0,58.96
737,"2115527",9847,0,1,0,0,0,65.04
738,"2115527",9910,0,0,0,1,0,65.04
739,"2115527",10190,0,1,0,0,0,68.96
740,"2115527",10339,0,0,0,2,0,50
741,"2115527",10340,0,0,0,2,0,50
742,"2115527",10452,0,0,0,0,1,50
743,"2115998",9685,2,2,0,0,1,58.96
744,"2115998",9694,1,3,0,0,0,58.96
745,"2115998",9698,0,3,0,0,0,58.96
746,"2115998",9708,1,0,0,0,1,58.96
747,"2115998",9729,2,4,0,0,0,58.96
748,"2115998",9739,0,4,1,0,1,58.96
749,"2115998",9746,2,2,0,0,0,58.96
750,"2115998",9759,1,5,1,0,0,58.96
751,"2115998",9765,1,2,1,0,1,58.96
752,"2115998",9780,2,2,0,0,0,65.04
753,"2115998",9787,2,4,0,0,0,65.04
754,"2115998",9803,0,4,0,0,0,65.04
755,"2115998",9876,1,1,0,0,0,65.04
756,"2115998",9950,0,0,0,0,1,65.04
757,"2115998",9974,0,2,0,0,0,65.04
758,"2115998",9997,1,1,0,0,0,65.04
759,"2115998",10009,1,1,0,0,0,65.04
760,"2115998",10104,0,0,1,0,0,65.04
761,"2115998",10119,1,1,0,0,0,68.96
762,"2115998",10149,1,1,0,0,0,68.96
763,"2115998",10158,0,2,0,0,0,68.96
764,"2115998",10162,0,0,1,0,0,68.96
765,"2115998",10200,0,2,2,0,0,68.96
766,"2115998",10213,0,2,0,0,0,68.96
767,"2115998",10219,0,1,1,0,1,68.96
768,"2115998",10298,1,2,0,0,0,68.96
769,"2115998",10330,1,1,0,0,0,68.96
770,"2115998",10388,1,1,0,0,0,50
772,"2116277",9713,1,0,1,0,1,58.96
773,"2116277",9912,0,0,0,1,0,65.04
774,"2116434",10052,0,0,1,0,0,65.04
775,"2116434",10272,0,0,0,1,0,68.96
776,"2116558",9775,0,1,0,0,0,39.04
777,"2116558",10110,2,0,0,0,1,33.04
778,"2116558",10175,2,2,1,0,0,39.04
779,"2116558",10297,2,0,0,0,0,39.04
786,"2117069",9811,0,1,0,0,0,65.04
787,"2117069",9823,0,2,0,0,0,65.04
788,"2117069",9825,0,2,0,0,0,65.04
789,"2117069",9870,0,2,0,0,0,65.04
790,"2117069",9887,0,0,0,2,0,65.04
791,"2117069",9911,0,2,0,0,0,65.04
792,"2117069",9933,0,1,0,0,0,65.04
793,"2117069",9945,0,2,0,0,0,65.04
795,"2117069",10019,1,0,0,0,0,65.04
796,"2117069",10021,1,0,0,0,0,65.04
797,"2117069",10039,1,0,0,0,0,65.04
798,"2117069",10046,1,0,0,0,0,65.04
799,"2117069",10107,0,1,0,0,0,65.04
801,"2117226",9742,0,1,1,0,0,39.04
802,"2117226",9756,0,0,1,0,0,39.04
804,"2117242",10347,0,0,0,1,0,68.96
805,"2117242",10361,0,0,0,1,0,68.96
806,"2117317",9788,0,0,0,2,0,65.04
807,"2117317",9799,0,0,0,2,0,65.04
808,"2117317",9843,0,0,0,1,0,65.04
809,"2117317",9988,0,0,0,2,0,65.04
810,"2117317",9990,0,0,0,2,0,65.04
811,"2117317",10150,0,0,0,2,0,68.96
812,"2117317",10335,0,0,0,1,0,68.96
813,"2117788",9852,3,0,0,0,0,65.04
814,"2117788",10020,1,0,1,0,0,65.04
815,"2117788",10135,1,0,0,0,1,65.04
816,"2117788",10342,0,0,1,0,0,68.96
818,"2118182",9952,0,0,0,2,0,45.04
819,"2118182",10226,0,0,0,2,0,68.96
820,"2118182",10428,1,0,0,0,0,65.04
822,"2118299",10023,1,0,0,0,0,48.96
823,"2118299",10031,0,0,0,0,1,65.04
824,"2118299",10043,2,1,0,0,0,65.04
825,"2118299",10178,1,0,0,0,1,68.96
826,"2118299",10186,0,1,0,0,0,68.96
827,"2118299",10232,1,0,0,0,0,68.96
831,"2118299",10277,0,0,0,0,1,68.96
832,"2118299",10286,4,0,0,0,1,68.96
833,"2118299",10297,10,0,0,0,0,39.04
834,"2118299",10307,0,0,0,0,1,68.96
835,"2118299",10335,1,0,0,0,0,68.96
836,"2118299",10340,1,1,1,0,0,50
837,"2118299",10349,1,0,0,0,1,68.96
838,"2118299",10357,0,1,0,0,0,68.96
840,"2118299",10389,0,0,0,0,1,68.96
841,"2118299",10406,1,0,0,0,0,68.96
843,"2118299",10422,1,0,0,0,0,68.96
844,"2118299",10428,0,0,0,0,1,68.96
845,"2118299",10436,0,0,0,0,1,68.96
846,"2118612",9822,0,0,0,1,0,65.04
847,"2118612",9838,0,0,1,0,0,65.04
848,"2118612",9894,0,0,0,0,1,65.04
849,"2118612",9948,0,0,1,0,2,65.04
850,"2118612",9986,0,0,2,0,0,65.04
851,"2118612",10021,1,0,0,1,0,48.96
852,"2118612",10030,1,0,0,0,0,65.04
853,"2118612",10264,0,0,0,1,0,68.96
854,"2118612",10381,0,0,0,0,1,50
855,"2118612",10426,0,0,0,1,0,50
856,"2118612",10433,0,0,0,1,0,68.96
857,"2118612",10441,0,0,0,1,0,50
858,"2118778",9697,2,0,0,0,0,58.96
859,"2118778",9702,1,0,0,0,0,58.96
860,"2118778",9704,0,1,0,0,0,58.96
861,"2118778",9705,0,1,0,0,0,58.96
862,"2118778",9735,0,0,0,1,0,58.96
863,"2118778",9742,0,0,0,2,0,58.96
864,"2118778",9748,0,0,0,1,0,58.96
865,"2118778",9751,0,0,0,2,0,58.96
866,"2118778",9795,0,0,0,1,0,65.04
867,"2118778",9811,0,0,0,2,0,65.04
868,"2118778",9837,0,0,0,2,0,65.04
869,"2118778",9844,0,0,0,1,0,65.04
870,"2118778",9862,0,0,0,1,0,65.04
871,"2118778",9901,0,0,0,2,0,65.04
872,"2118778",9906,0,0,0,2,0,65.04
873,"2118778",10044,1,0,0,0,0,65.04
874,"2118778",10283,0,0,0,1,0,68.96
875,"2118778",10306,0,0,0,1,0,68.96
876,"2118778",10330,0,0,0,1,0,68.96
877,"2118927",9800,1,0,1,0,0,65.04
878,"2118927",9927,0,0,0,0,1,65.04
879,"2118927",9931,0,1,0,0,0,50
880,"2118927",9934,2,0,1,0,0,50
881,"2118927",9936,1,0,0,0,0,50
882,"2118927",9996,1,2,0,0,0,39.04
884,"2118927",10045,0,1,0,0,0,65.04
885,"2118927",10153,0,6,0,0,0,33.36
886,"2118927",10269,0,4,0,0,0,44
888,"2119024",9758,0,0,0,0,4,58.96
889,"2119024",9772,1,1,1,0,1,39.04
890,"2119024",9985,0,0,1,0,0,65.04
891,"2119024",10450,0,0,1,0,1,50
892,"2119164",9748,0,8,0,0,0,39.04
893,"2119164",9811,0,2,1,0,0,39.04
894,"2119164",9934,2,0,0,0,0,50
895,"2119164",10256,1,0,0,0,0,68.96
896,"2119164",10298,0,3,0,0,0,39.04
899,"2119594",9700,0,2,0,0,0,58.96
900,"2119594",9742,1,3,0,0,0,39.04
901,"2119594",9771,1,3,0,0,0,39.04
902,"2119594",9788,0,2,0,0,0,58.96
903,"2119594",9806,1,2,0,0,0,39.04
904,"2119594",9978,0,1,0,0,0,65.04
905,"2119594",10127,1,0,0,0,0,39.04
906,"2119594",10156,0,2,0,0,0,68.96
907,"2119594",10166,0,2,0,0,0,68.96
908,"2119594",10171,0,1,0,0,0,39.04
909,"2119594",10254,0,2,0,0,0,68.96
910,"2119693",9686,0,0,0,2,0,58.96
911,"2119693",9734,0,0,0,2,0,58.96
912,"2119693",9741,0,0,0,2,0,58.96
913,"2119693",9754,0,0,0,2,0,58.96
914,"2119693",9768,0,0,0,3,0,58.96
915,"2119693",9818,0,0,0,0,1,65.04
916,"2119693",9917,0,0,0,2,0,65.04
917,"2119693",10122,0,0,0,1,0,68.96
918,"2119693",10260,0,0,0,1,0,68.96
919,"2119693",10318,0,0,0,1,0,68.96
920,"2119693",10344,0,0,0,3,0,68.96
921,"2119735",9900,0,0,0,1,0,65.04
922,"2119735",9981,0,0,0,1,0,65.04
923,"2119735",10012,0,0,0,1,0,65.04
924,"2119735",10058,0,0,0,2,0,65.04
925,"2119735",10089,0,0,0,1,0,65.04
926,"2119735",10235,0,0,0,1,0,68.96
927,"2119735",10325,0,0,0,1,0,68.96
928,"2119735",10376,0,1,0,0,0,68.96
929,"2120089",9748,2,0,0,0,2,58.96
931,"2120089",9916,1,0,0,0,2,65.04
932,"2120089",9944,0,0,0,0,1,65.04
933,"2120089",10245,0,0,0,0,1,68.96
934,"2120089",10268,0,1,1,0,0,68.96
935,"2120089",10289,0,0,1,0,0,68.96
936,"2120089",10345,0,0,0,0,1,50
937,"2120089",10392,0,3,0,0,0,50
938,"2120089",10438,1,0,2,0,0,68.96
939,"2120261",9668,0,1,0,0,0,62
940,"2120261",9766,0,1,0,0,1,58.96
941,"2120261",9773,1,0,0,0,0,65.04
942,"2120261",9801,0,0,0,0,1,65.04
943,"2120261",9822,1,0,0,0,1,65.04
944,"2120261",9836,1,1,0,0,0,65.04
945,"2120261",9870,1,1,0,0,0,65.04
946,"2120261",9913,0,0,1,0,1,50
947,"2120261",9920,0,1,0,0,0,65.04
948,"2120261",9934,1,0,0,0,0,50
949,"2120261",9987,1,0,0,0,0,65.04
950,"2120261",9989,1,0,0,0,0,65.04
951,"2120261",10005,1,0,0,0,0,65.04
952,"2120261",10013,1,2,0,0,0,65.04
953,"2120261",10016,2,2,1,0,0,48.96
954,"2120261",10031,1,0,0,0,1,65.04
955,"2120261",10116,1,0,0,0,0,50
956,"2120261",10144,0,1,0,0,0,68.96
957,"2120261",10149,3,0,0,0,0,33.04
958,"2120261",10165,1,0,0,0,0,68.96
959,"2120261",10174,3,1,0,0,0,39.04
960,"2120261",10319,0,1,0,0,0,68.96
961,"2120261",10374,0,1,0,0,0,68.96
962,"2120261",10381,1,1,1,0,1,50
963,"2120261",10410,1,1,0,0,0,68.96
964,"2120378",9746,1,2,0,0,0,39.04
965,"2120378",9772,0,0,1,0,1,39.04
966,"2120378",10107,0,0,6,0,0,33.36
968,"2120378",10152,1,0,1,0,1,33.04
969,"2120436",9763,0,0,0,1,0,58.96
970,"2120436",10007,1,0,1,0,0,65.04
976,"2120964",10007,0,1,0,0,0,65.04
977,"2120964",10266,3,0,0,0,0,44
978,"2121095",9745,1,0,0,0,0,58.96
979,"2121095",9760,1,0,0,0,1,58.96
980,"2121095",9770,1,0,0,0,0,68.96
981,"2121095",10250,0,1,0,0,0,68.96
982,"2121095",10432,0,2,0,0,0,68.96
983,"2121277",9939,0,0,0,1,0,65.04
984,"2121277",10161,0,0,0,1,0,68.96
985,"2121277",10243,0,0,0,1,0,68.96
986,"2121400",9676,0,0,2,0,0,58.96
987,"2121400",9692,0,0,2,0,0,58.96
988,"2121400",9717,0,0,3,0,0,58.96
989,"2121400",9727,0,0,3,0,0,58.96
990,"2121400",9735,0,0,0,0,1,58.96
991,"2121400",9738,0,0,3,0,0,58.96
992,"2121400",9754,0,0,4,0,0,58.96
993,"2121400",9761,0,0,2,0,0,58.96
994,"2121400",9773,0,0,2,0,0,65.04
995,"2121400",9782,0,0,2,0,0,65.04
996,"2121400",9795,0,0,2,0,0,65.04
997,"2121400",9802,0,0,3,0,0,65.04
998,"2121400",9810,0,0,2,0,0,65.04
999,"2121400",9879,0,0,2,0,0,65.04
1000,"2121400",9914,0,0,2,0,0,65.04
1001,"2121400",9936,1,0,2,0,0,65.04
1002,"2121400",10062,0,0,1,0,0,65.04
1003,"2121400",10089,0,0,2,0,0,65.04
1004,"2121400",10168,0,0,2,0,0,68.96
1005,"2121400",10264,0,0,2,0,0,68.96
1006,"2121400",10307,0,0,2,0,0,68.96
1007,"2121400",10328,0,0,2,0,0,68.96
1008,"2121400",10356,0,0,2,0,0,68.96
1009,"2121400",10397,0,0,2,0,0,68.96
1010,"2121400",10415,0,0,1,0,0,68.96
1011,"2121400",10429,0,0,1,0,0,68.96
1012,"2121400",10447,0,0,2,0,0,50
1013,"2121400",10455,0,0,1,0,0,68.96
1014,"2121400",10458,0,0,1,0,0,68.96
1015,"2121418",9773,2,0,0,0,0,39.04
1016,"2121418",9930,0,0,0,0,1,65.04
1017,"2121418",9934,1,0,0,0,2,50
1018,"2121418",9954,1,0,0,0,2,45.04
1019,"2121418",10021,0,0,0,0,1,65.04
1020,"2121418",10095,0,0,1,0,0,65.04
1021,"2121418",10126,0,0,4,0,0,33.04
1022,"2121533",9740,0,0,0,1,0,58.96
1023,"2121533",9776,0,0,0,1,0,65.04
1024,"2121533",9850,0,0,0,1,0,65.04
1025,"2121533",9892,1,0,0,0,0,65.04
1026,"2121533",9915,0,0,0,2,0,65.04
1027,"2121533",9940,0,0,0,1,0,65.04
1028,"2121533",9963,0,0,0,1,0,65.04
1029,"2121533",9998,0,0,0,1,0,65.04
1030,"2121533",10030,0,0,0,1,0,65.04
1031,"2121533",10073,0,0,0,1,0,65.04
1032,"2121533",10088,0,0,0,1,0,65.04
1033,"2121533",10104,0,0,0,1,0,65.04
1035,"2121533",10341,2,0,0,0,0,50
1036,"2121582",9865,0,0,0,2,0,65.04
1037,"2121582",10041,0,0,0,2,0,65.04
1038,"2121582",10150,0,0,0,2,0,68.96
1039,"2121582",10407,0,0,0,2,0,68.96
1040,"2121582",10414,0,0,0,2,0,68.96
1046,"2122242",9940,0,0,0,0,1,65.04
1047,"2122242",10122,0,1,0,0,0,68.96
1048,"2122242",10347,0,1,0,0,0,68.96
1050,"2122655",9772,1,1,0,0,0,39.04
1051,"2122655",9807,1,0,0,0,0,39.04
1052,"2122655",9912,1,0,0,0,0,65.04
1053,"2122655",9989,0,0,0,0,1,48.96
1054,"2122655",10024,1,0,0,0,0,48.96
1055,"2122655",10038,1,0,0,0,0,65.04
1056,"2122655",10087,1,0,0,0,0,65.04
1057,"2122655",10108,3,0,0,0,0,33.36
1058,"2122655",10151,0,1,0,0,0,33.04
1059,"2122655",10397,1,0,0,0,0,68.96
1060,"2122705",9694,1,0,0,0,0,58.96
1061,"2122705",9735,0,0,0,0,1,58.96
1063,"2122705",9777,0,1,0,0,0,65.04
1064,"2122705",9790,0,1,1,0,0,39.04
1065,"2122705",9813,0,0,0,0,1,65.04
1066,"2122705",9819,0,1,0,0,0,65.04
1067,"2122705",9833,0,0,1,0,0,65.04
1068,"2122705",9844,2,0,0,0,0,39.04
1069,"2122705",9849,0,0,0,0,1,65.04
1070,"2122705",9867,0,1,0,0,0,65.04
1071,"2122705",9939,0,0,1,0,1,65.04
1072,"2122705",10113,1,0,0,0,0,68.96
1073,"2122788",9777,1,0,1,0,0,65.04
1074,"2122788",10366,0,0,1,0,0,68.96
1075,"2122838",9708,0,0,0,0,2,58.96
1076,"2122838",9911,0,0,0,0,4,50
1079,"2123000",9978,0,0,0,0,1,65.04
1080,"2123000",9988,0,0,1,0,0,48.96
1081,"2123000",10018,0,0,1,0,0,48.96
1082,"2123000",10275,0,0,1,0,0,50
1083,"2123000",10383,1,0,0,0,1,50
1084,"2123000",10389,0,0,1,0,0,50
1085,"2123000",10450,0,0,1,0,0,50
1090,"2123091",9897,0,0,0,0,2,65.04
1091,"2123091",9904,0,0,0,0,6,65.04
1092,"2123091",9923,0,0,0,0,6,65.04
1093,"2123091",9933,0,0,0,0,7,65.04
1094,"2123091",9957,0,0,0,0,8,65.04
1095,"2123091",9987,0,2,0,0,5,65.04
1096,"2123257",9710,0,1,0,0,0,58.96
1097,"2123257",10335,1,1,0,0,0,68.96
1098,"2123257",10367,1,0,0,0,0,65.04
1099,"2123257",10427,0,1,0,0,0,33.04
1100,"2123463",9725,0,1,0,0,0,58.96
1101,"2123463",9727,0,0,1,0,0,58.96
1102,"2123463",9979,1,0,0,0,0,65.04
1103,"2123463",10344,0,0,1,0,0,50
1104,"2123463",10384,0,1,0,0,0,50
1105,"2123463",10401,0,1,0,0,0,50
1106,"2123463",10424,1,0,0,0,0,50
1108,"2123471",10120,0,0,1,0,0,68.96
1109,"2123471",10139,0,1,0,0,0,68.96
1111,"2123554",9739,1,0,0,1,0,58.96
1112,"2123554",9746,0,0,0,2,0,58.96
1113,"2123554",9752,0,0,0,2,0,58.96
1114,"2123554",9761,0,0,0,2,0,58.96
1115,"2123554",9788,0,0,0,3,0,65.04
1116,"2123554",9808,0,0,0,2,0,65.04
1117,"2123554",9815,1,0,0,1,0,65.04
1118,"2123554",9823,0,0,0,3,0,65.04
1119,"2123554",9871,0,0,0,2,0,65.04
1120,"2123554",9877,2,0,0,2,0,65.04
1121,"2123554",9900,0,0,0,2,0,65.04
1122,"2123554",10053,0,0,0,1,0,65.04
1123,"2123554",10063,2,0,0,0,0,65.04
1124,"2123554",10067,0,0,0,1,0,65.04
1125,"2123554",10117,1,0,0,1,0,65.04
1126,"2123554",10151,1,0,0,1,0,65.04
1127,"2123554",10263,1,0,0,0,0,65.04
1128,"2123554",10326,1,0,0,1,0,65.04
1129,"2123554",10340,1,0,1,0,0,68.96
1130,"2123695",10111,3,0,0,0,0,33.36
1131,"2123695",10243,4,0,0,0,0,65.04
1132,"2123695",10263,0,1,0,0,0,44
1133,"2123695",10273,3,0,0,0,1,58.96
1134,"2123695",10284,3,0,0,0,0,68.96
1135,"2123695",10321,2,0,0,0,0,68.96
1137,"2123885",9943,0,0,0,0,1,65.04
1138,"2123885",10389,0,0,1,0,0,50
1139,"2123885",10403,1,0,0,0,0,68.96
1141,"2123968",10125,0,2,0,0,0,68.96
1142,"2123968",10172,1,1,0,0,0,39.04
1143,"2124073",9662,2,2,2,0,0,58.96
1144,"2124073",9674,2,2,0,0,2,62
1145,"2124073",9682,2,2,2,0,0,58.96
1146,"2124073",9687,2,3,0,0,0,58.96
1147,"2124073",9697,1,0,7,0,0,58.96
1148,"2124073",9707,2,2,2,0,0,58.96
1149,"2124073",9739,2,2,1,0,0,58.96
1150,"2124073",9746,0,3,0,0,0,58.96
1151,"2124073",9759,2,3,1,0,0,58.96
1152,"2124073",9777,2,3,0,0,0,65.04
1153,"2124073",9787,2,2,2,0,0,65.04
1154,"2124073",9796,2,0,0,0,1,65.04
1155,"2124073",9804,2,2,0,0,0,65.04
1156,"2124073",9811,2,2,2,0,0,65.04
1157,"2124073",9831,0,2,2,0,0,65.04
1158,"2124073",9838,0,0,2,0,0,65.04
1159,"2124073",9844,2,0,2,0,0,65.04
1161,"2124073",9869,2,0,2,0,0,65.04
1162,"2124073",9877,6,0,0,0,0,65.04
1163,"2124073",9892,3,1,2,0,0,65.04
1164,"2124073",9897,0,0,2,0,0,68.96
1165,"2124073",9907,8,0,0,0,0,50
1166,"2124073",9920,3,2,0,0,0,65.04
1167,"2124073",9927,1,0,1,0,0,50
1168,"2124073",9935,4,0,2,0,1,50
1169,"2124073",9949,3,0,2,0,0,68.96
1170,"2124073",9955,0,2,2,0,0,65.04
1171,"2124073",9960,1,1,0,0,0,65.04
1172,"2124073",9977,2,2,0,0,0,65.04
1173,"2124073",10012,0,1,0,0,0,65.04
1174,"2124073",10019,2,2,2,0,0,48.96
1175,"2124073",10032,0,2,2,0,0,65.04
1176,"2124073",10040,2,0,1,0,0,65.04
1177,"2124073",10047,0,0,2,0,0,65.04
1178,"2124073",10054,4,1,0,0,0,65.04
1179,"2124073",10061,2,0,2,0,0,65.04
1180,"2124073",10068,2,0,0,0,0,65.04
1181,"2124073",10075,0,0,0,0,1,50
1182,"2124073",10081,1,0,2,0,0,65.04
1183,"2124073",10095,0,0,1,0,0,65.04
1185,"2124073",10111,6,0,0,0,0,33.36
1186,"2124073",10119,1,1,1,0,0,68.96
1187,"2124073",10166,1,0,0,0,0,65.04
1188,"2124073",10175,0,1,0,0,0,68.96
1189,"2124073",10193,2,1,0,0,0,65.04
1190,"2124073",10202,0,2,0,0,0,68.96
1191,"2124073",10209,0,1,0,0,0,68.96
1192,"2124073",10242,1,2,0,0,0,65.04
1193,"2124073",10334,0,0,1,0,0,68.96
1194,"2124073",10371,0,0,1,0,0,68.96
1195,"2124115",9742,0,1,0,0,0,39.04
1196,"2124115",9771,0,2,0,0,1,39.04
1197,"2124115",10005,0,1,0,0,0,65.04
1198,"2124115",10340,0,2,0,0,0,50
1199,"2124156",9757,0,1,0,0,0,58.96
1200,"2124156",9805,0,1,0,0,0,65.04
1201,"2124156",9869,0,1,0,0,0,65.04
1202,"2124156",10058,0,1,0,0,0,65.04
1203,"2124156",10106,0,1,0,0,0,65.04
1204,"2124156",10177,0,1,0,0,0,68.96
1205,"2124305",9737,0,0,0,1,0,58.96
1206,"2124305",9766,0,0,0,1,0,58.96
1207,"2124305",9815,0,0,0,1,0,65.04
1208,"2124305",9836,0,0,0,1,0,65.04
1209,"2124305",9862,0,0,0,1,0,65.04
1210,"2124305",9927,0,0,0,1,0,48.96
1211,"2124305",9941,0,0,0,1,0,65.04
1212,"2124305",10044,0,0,0,1,0,65.04
1213,"2124305",10109,0,0,0,1,0,33.04
1214,"2124305",10158,0,0,0,1,0,68.96
1215,"2124305",10179,0,0,0,1,0,68.96
1216,"2124305",10249,0,0,0,1,0,68.96
1217,"2124305",10256,0,0,0,1,0,68.96
1218,"2124305",10290,0,0,0,1,0,68.96
1219,"2124305",10297,0,0,0,1,0,39.04
1220,"2124305",10424,0,0,0,1,0,68.96
1221,"2124321",9728,1,2,0,0,0,58.96
1222,"2124321",10145,0,2,0,0,0,68.96
1224,"2124388",10292,0,1,0,0,0,68.96
1225,"2124388",10431,0,1,0,0,0,33.04
1226,"2124412",9911,0,5,0,0,0,65.04
1227,"2124412",9919,0,1,0,0,0,65.04
1228,"2124412",9932,0,1,0,0,0,65.04
1229,"2124412",9952,0,2,0,0,0,65.04
1230,"2124412",9978,0,1,0,0,0,65.04
1231,"2124412",9992,0,2,0,0,0,65.04
1232,"2124412",10024,0,1,0,0,0,65.04
1233,"2124412",10034,0,1,0,0,0,65.04
1234,"2124412",10066,0,1,0,0,0,65.04
1235,"2124412",10113,0,2,0,0,0,68.96
1236,"2124412",10166,0,2,0,0,0,68.96
1238,"2124511",9772,0,0,0,1,0,65.04
1239,"2124511",9789,0,0,1,0,2,39.04
1241,"2124511",10153,1,0,0,0,0,65.04
1242,"2124511",10234,0,0,0,1,0,65.04
1243,"2124511",10302,0,0,1,0,0,65.04
1244,"2124545",9745,1,1,0,0,0,39.04
1245,"2124545",9759,1,0,0,0,1,48.96
1248,"2124545",9780,1,0,1,0,1,39.04
1249,"2124545",9806,0,0,0,0,1,39.04
1251,"2124545",9821,1,0,0,0,1,48.96
1252,"2124545",9851,1,0,0,0,1,65.04
1253,"2124545",9948,0,1,1,0,0,65.04
1254,"2124545",9989,1,0,0,0,1,48.96
1255,"2124545",9996,0,0,0,0,1,39.04
1256,"2124545",10048,1,1,0,0,0,65.04
1258,"2124545",10088,0,0,1,0,0,65.04
1259,"2124545",10096,0,0,2,0,0,65.04
1260,"2124545",10102,1,1,0,0,0,65.04
1262,"2124545",10160,1,0,0,0,0,50
1264,"2124545",10186,1,0,1,0,0,50
1266,"2124545",10251,1,0,0,0,0,68.96
1267,"2124545",10265,1,0,1,0,0,44
1268,"2124701",9663,0,0,0,1,0,62
1269,"2124701",9684,0,0,0,1,0,58.96
1270,"2124701",9693,0,0,0,1,0,58.96
1271,"2124701",9868,0,0,0,1,0,65.04
1272,"2124701",9874,0,0,0,1,0,65.04
1273,"2124750",9674,1,1,0,0,1,58.96
1274,"2124750",9680,0,2,0,0,0,58.96
1275,"2124750",9686,2,0,0,0,0,58.96
1276,"2124750",9695,1,0,0,0,0,58.96
1277,"2124750",9715,1,0,0,0,0,58.96
1279,"2124750",9742,1,1,1,0,0,58.96
1281,"2124750",9787,1,0,0,0,0,65.04
1282,"2124750",9795,1,0,0,0,0,65.04
1283,"2124750",9863,4,0,0,0,0,65.04
1284,"2124750",9887,1,0,0,0,0,65.04
1285,"2124750",9899,1,0,0,0,0,65.04
1286,"2124750",9912,2,1,0,0,0,65.04
1287,"2124750",9919,0,2,0,0,0,65.04
1288,"2124750",9927,2,0,0,0,0,65.04
1289,"2124750",9952,1,0,0,0,0,65.04
1290,"2124750",9956,1,0,0,0,0,65.04
1291,"2124750",9971,1,0,0,0,0,65.04
1292,"2124750",9983,1,1,0,0,0,65.04
1293,"2124750",9989,0,1,0,0,0,65.04
1294,"2124750",10009,1,1,0,0,0,65.04
1295,"2124750",10017,4,0,0,0,0,48.96
1296,"2124750",10027,0,1,0,0,0,65.04
1297,"2124750",10053,1,0,0,0,0,65.04
1298,"2124750",10339,1,0,0,0,0,50
1299,"2124750",10380,2,1,0,0,0,50
1300,"2124909",9981,0,0,0,0,1,65.04
1301,"2124909",10152,2,0,0,0,0,33.04
1302,"2124909",10169,2,0,0,0,2,39.04
1303,"2124909",10175,0,0,0,0,2,39.04
1304,"2124909",10185,2,0,0,0,2,68.96
1305,"2124909",10296,0,0,0,0,3,39.04
1306,"2124941",9708,1,0,0,0,0,58.96
1307,"2124941",10273,0,0,1,0,0,68.96
1308,"2124941",10384,2,0,0,0,0,50
1309,"2124941",10385,0,0,2,0,0,50
1310,"2125203",9728,0,0,1,0,0,58.96
1311,"2125203",9737,0,1,0,0,0,58.96
1312,"2125203",9944,0,0,4,0,0,68.96
1313,"2125203",9953,0,0,1,0,0,68.96
1314,"2125427",9741,1,1,0,0,0,58.96
1315,"2125427",9956,0,1,0,0,0,65.04
1316,"2125427",9973,0,2,0,0,0,65.04
1317,"2125427",9986,0,3,0,0,0,65.04
1318,"2125427",9992,0,1,0,0,0,65.04
1319,"2125427",10000,0,2,0,0,0,65.04
1320,"2125427",10069,0,2,0,0,0,65.04
1321,"2125427",10112,0,1,0,0,0,33.04
1322,"2125443",9916,0,0,0,1,0,65.04
1323,"2125443",9923,0,0,0,1,0,65.04
1324,"2125443",9997,0,0,0,1,0,65.04
1325,"2125443",10020,0,0,1,0,0,48.96
1328,"2125443",10049,0,0,1,0,0,65.04
1331,"2125443",10062,1,0,1,0,0,65.04
1332,"2125443",10079,0,0,0,0,1,65.04
